text,category,confidence
"Продавец прислал товар с дефектами, денег не вернул - должна обратно отправить ",нет товара,0.9622830748558044
"супер
достаточно теплая, на позднюю осень
пойдет
В жизни выглядит лучше, чем на фото, и сидит отлично",одежда,0.678272545337677
"Продавец долго отправлял заказ. Футболка понравилась. Идёт в размер. Ношу S,   взяла М. Свободно в талии",одежда,0.9388795495033264
"Хороший топ, подойдёт на русский 42-44, длина 52 см",одежда,0.8916192054748535
Не соответствует описанию((,нет товара,0.8837582468986511
Шапку покупала ребёнку из за пампона (он чёрный)так вот он совсем не держится на шапке!!!продавцу написала об этом но он игнорит!,товары для детей,0.5320603251457214
"Платье,    на картинке лучше,  чем на самом деле. Пошито разными нитками,  которые торчат.Кружево пришито криво.  У кого узкая талия,  надо ушивать.",одежда,0.7559835910797119
"Товара нет пол года ,деньги не возвращают,может почта России тупит,но они сказали не знают где товар ",нет товара,0.9926353693008423
заказать надо было на размер меньше,нет товара,0.1828659176826477
"замечательно, точно как в описании, очень симпатичный комплект",одежда,0.874552845954895
"Отличное качество, никакого запаха , ткань приятная к телу, по ощущениям как вискоза. Заказом очень довольна, трек отслеживался.",текстиль,0.7117646336555481
"Отличная рубашка! Заказывала маме - село хорошо. Материал приятный, фасон интересный. 
Цвет как в объявлении (на фото смотрится более кирпичным из-за желтого освещения).",одежда,0.6895971298217773
"заказала 6 цветов, забрали денег за 6 трусов 252рублей.а прибыли 1ш трусов.",нет товара,0.4494273066520691
"Заказ не получила, но деньги вернули",нет товара,0.9937354922294617
"Леггинсы классные, хорошо тянутся. Брала два цвета. Очень довольна. Закажу еще в подарок. Спасибо продавцу!",нет товара,0.43320232629776
"шапка маленькая, на ребенка",товары для детей,0.5792467594146729
"чашечки плоские, сплющили грудь  не смотря на то что мой размер 75 с, 75D оказался мал! грудь вываливается, нагибаться тоже не удобно сразу грудь наружу!",посуда,0.8025565147399902
Доставленные лосины не соответствуют заказанным. Невнимательность сотрудников ведёт к разочарованию покупателей!,нет товара,0.37362760305404663
"заказала 9.08, 23.08 уже пришло в Крым. описанию соответствует. очень милые. синтетика, но приятная и не пахнет:)",текстиль,0.9525622725486755
"Нормально, но на грудь 85д узковато ",нет товара,0.1640140861272812
"Носочки очень крутые, рисунок хороший, две полоски снизу приносят мне эстетическое наслаждение)) заказала 17 октября, пришли уже 5 ноября в Москву ",обувь,0.8065364360809326
"доставка до Иркутской области чуть больше месяца. принёс курьер. качество просто супер. размер на мой 52-54 подошёл 5xl очень хорошо. запаха нет , хлопок ,швы ровные, нитки не торчат. костюм просто супер. длина брюк 7/8",одежда,0.896338939666748
"Брала мама 52 размер, отлично подошёл , претензии не имею .. в носке приятен и красив )) чёрный цвет хорошо смотрится )) спасибо продавцу ",нет товара,0.4350622892379761
Заказала с пришла очень большая ,нет товара,0.1397704929113388
доставка быстрая. отслеживаются,нет товара,0.15531671047210693
"Прекрасный костюм.Мягкий,уютный и очень тёплый!!на 88-67-90 и рост 170 подошёл прекрасно.стоит своих денег.рекомендую.спасибо продавцу за качественный товар и быструю доставку!!",одежда,0.8060985803604126
"бюстгалтер с нитками, трусики хорошие. Доставка странная",нет товара,0.29808083176612854
"Не указан материал, сделано очень грубо, швы плохие, мне попался с дыркой на рукаве.",нет товара,0.8412063717842102
"Приятные к телу , мягкие , пришли за месяц в Новосибирскую область .",нет товара,0.3160340487957001
ткань неизвестная....очень тонкая....куда его носить даже незнаю....,текстиль,0.8563820123672485
"Качество хорошее. Но цвет не тот как на фото. Заказывала ментол, по факту просто темно зеленый.",нет товара,0.4533425271511078
Топик отличный. Принт супер качества и материал приятный на ощупь. Все как на картинке и в описании. Покупкой довольны.,одежда,0.6050189137458801
"Заказ не пришёл, и деньги тоже ни кто не вернул!!! ",нет товара,0.989646852016449
"заказ не пришла.открыла спор, деньги вернули",нет товара,0.9876605868339539
жесть...нитки весят чуть ли не до колен-единственный минус,текстиль,0.9220725297927856
Качество отличное. Всем советую продавца.,нет товара,0.24436016380786896
"футболка не соответствует картинке:(
что меня очень огорчило..
а так не плохая футболка",одежда,0.5780600309371948
Для меня по длине это не платье к сожалению) ношу как пиджак) ,нет товара,0.7557342648506165
"очень милая юбочка,но блин на мой  рост(170) она короткая,но на лето сойдет ,спасибо продавцу",одежда,0.9551644921302795
"Шикарное платье!!!!!!! Это моя лучшая  покупка! Кто сомневается, берите - не пожалеете! Я взяла М, на параметры: 88-70-92. село идеально. Доставка курьером, через месяц!",одежда,0.9861124157905579
прибыло быстро. качество отличное. на 160 очень хорошо.  продавцы молодцы:)!,нет товара,0.16735219955444336
Отличные носочки. Все полностью соответствует фото. Продавец хорошо упаковал - каждая пара на плотной картонке. Очень советую!,обувь,0.92021644115448
платье не пришло и деньги не вернули!!!,нет товара,0.4340071380138397
"Заказ пришёл очень быстро. Спасибо продавцу. Блузка смотрится хорошо, но вот на одном рукаве манжет не прострочен,дырка по шву, это минус за качество, заказала S размер, как бы не было мало. Примерка состоится, отзыв дополню.",одежда,0.9310641288757324
"немного не подошел по размеру,а так качество нормальное",нет товара,0.2308860421180725
очень классные!,нет товара,0.21769973635673523
"по доставке все хорошо, размер подошел,на изделии отсутствует состав ткани это очень плохо, на ощуп много синтетики",текстиль,0.729167103767395
"заказ так и не получила, алиэкспресс вернул деньги",нет товара,0.9862874150276184
"Отличная блузка, за 320 руб, доставка примерно месяц, трек отслеживается, на рост 170, вес 56 брала М, как влитая. СПАСИБО ПРОДАВЦУ! ",одежда,0.912446916103363
лосины супер всегда у него буду заказывать рисунок четкий,обувь,0.9267739653587341
"Очень плохое качество товара, плохо прошито,  местами отверстия. Еще и  размер другой прислали.",нет товара,0.49413684010505676
"По трек номеру посылка доставленна, но куда и как никто не в курсе.  Денег не вернуть.  Товара нет.",нет товара,0.9961691498756409
"очень не довольна, это не платье а просто ужас!!! Не соответствует картинке.",нет товара,0.8876840472221375
"ужасный костюм,который ужасно маломерит,да и просвечивает",одежда,0.7490645051002502
"Супер качество , трек отслеживается ! Рекомендую ",нет товара,0.27384936809539795
"Пришла куртка быстро, немного есть запах, а так в принципе довольна",одежда,0.807200014591217
Не аккуратно прошито,нет товара,0.46889737248420715
"Товар где то потерялся, открыл спор - вернули деньги",нет товара,0.8393873572349548
"Очень!!! долгая отправка и долгая доставка!!! 2 месяца!!! Сам свитер красивого красного цвета, фасон пока непривычный, пахнет пылью, конечно, столько идти, запылился по дороге",одежда,0.8200732469558716
на 50 размер в обтягон. а так нормально. с продавом не общалсь.,одежда,0.62325519323349
ношу размер s она для меня огромная.Вышевка проделана плохо.,нет товара,0.4782584011554718
очень тонкая шапка. думала будет потолще. но красивая. сидит на голове комфортно. и мне идёт.  в общем нормально. но шла очень долго.,одежда,0.9301105737686157
"Принты, причем только с верхней стороны. Первые 3-4 раза лучше стирать в дали от другой одежды.",украшения и аксессуары,0.6779804229736328
"трусики отличные,мягкие приятные к телу,размер соответствует таблице",нет товара,0.48731088638305664
сильный запах.  вид ношеный. рукова короткие.,нет товара,0.3767837584018707
"Цвет пришел не тот который заказывала, много торчащих ниток, на размер 40-42(XS) большой, сидит как мешок, общение с провод ужасно",нет товара,0.2469017207622528
"все как в описании,доставка быстрая, хороший материал.",нет товара,0.20370236039161682
"Ужасное качество ткани, штаны короткие , широкие внизу,  картина не соответствует  совершенно , не покупайте такой  ужас, ещё и воняет ужасно, даже дома носить не возможно, выкинула :(",нет товара,0.36423659324645996
синтетика галимаЯ. своих денег не стоит.,текстиль,0.9209146499633789
Быстро и в хорошем качестве,нет товара,0.2613542675971985
На рост 176 очень корткие. Как капри. Очень плохо,нет товара,0.44656336307525635
Доставка 15 дней. Заказываю уже второй комплект. Очень нравится))),одежда,0.6948654055595398
Пришли с дырочкой !,нет товара,0.35397815704345703
плохой шов!!!!,нет товара,0.3284134268760681
заказ не соответствует описанию,нет товара,0.8994185924530029
"!!!ужасный товар!!! XXXL??!! точно нет!! маленькие, короткие, ткань просто ЖУТЬ! с неприятным химическим запахом и белесыми пятнышками посреди тёмно-синего в местах, где нет рисунка!!¿
НЕ рекомендую!",текстиль,0.9458439350128174
"приятный материал, на 46 размер брала xl - как раз. рисунок мельче, чем на фото.",нет товара,0.3544791340827942
"Заказ пришёл быстро, продавец на все вопросы ответил быстро. Был небольшой брак, но продавец вернул деньги. Ставлю пять звёзд.",нет товара,0.25721967220306396
"по качаству хорошая, но оказалась чутка короткой.",нет товара,0.20409244298934937
"получила заказ, размер не подошел, плюс пятно возле ворота( ожидала от заказа большего(",нет товара,0.34145259857177734
"Маленький размер, очень посредственное качество, неприятный запах.",нет товара,0.5089536905288696
брат с дыркой,нет товара,0.2929060459136963
"ожидала другого,с цветом все впорядке но вот сам фасон вообще не сидит и не подчеркивает фигуру ...как в мешке,ленты тоже кое как вставлены все рваные ....рукава короткие хотя рост у меня 164 ",нет товара,0.3209837079048157
"У свитера очень неприятный запах был. Ткань совсем лёгкая. Я не в восторге, может после стирки и лёгкой глажки будет выглядеть приличнее",нет товара,0.4250161349773407
"пришел товар быстро, но абсолютно не тот размер чашки огромные  заказала 80 А",посуда,0.9565539360046387
"долго шел, нитки торчат",нет товара,0.37955671548843384
Too long. And a bit too tight in the chest.,нет товара,0.3950263559818268
"Очень классные джинсы ,  довольно плотные  и приятные к телу ,  посылка пришла менее чем за 3 недели , носить буду с удовольствием ! 
Спасибо!",нет товара,0.44600892066955566
"пришли быстро, правда брюки синтетические, хотела в них по жому ходить, но похоже буду ходить в них на тренеровку",нет товара,0.3904288411140442
огонь!,нет товара,0.282295286655426
"Все круто. Сшито качественно, ничего не торчит и ткань очень приятная ",текстиль,0.946120023727417
"Нормальная рубашка. Своих денег наверно не стоит, но ничего ужасного в ней нет. Нитки торчат, но сшито ровно. Не пахнет почти ",одежда,0.6145198941230774
очень хорошая ветровка. качество просто супер. соответственно описанию.,обувь,0.7160235643386841
"Кофточки очень хорошие, заказывала розовую и черную. Розовая чуть меньше и больше в обтяг, черная села идеально. А так на 42-44 обе хорошо подошли.",одежда,0.5707377791404724
Качество матерьяла - фууу,нет товара,0.3797495663166046
"На фото выглядит лучше, чем есть на самом деле, на рост 170 коротковата",нет товара,0.19355197250843048
Теплая куртка 3XL очень маленький размер.Такой же 2ХL намного больше.Как детский размер.Куртка очень маленькая.Не подошла.Жалко.Очень красивый цвет.,нет товара,0.4978488087654114
"заказ так и не пришел,спор одобрен,но деньги так и не вернули.",нет товара,0.9879199862480164
товар не отслеживался и не пришел очень обидно !!!(((,нет товара,0.9897381067276001
"Классная штука,пришла быстро ,прям в почтовый ящик",нет товара,0.22836406528949738
"Цвет не ровный, окрашено кусками. В области груди выдран клочок. Внизу тесемки  не в некоторых местах оторваны на половину. Не похоже на кожу. Очень короткая",нет товара,0.377625972032547
"Жутко лезут волосы,все вокруг в этих волосах от кофты",одежда,0.7401812672615051
хорошее качественное пальто. размерная сетка верная.  быстрая отправка и доставка.  Я очень довольна.  спасибо большое!,одежда,0.7215115427970886
"Товар не пришёл, деньги вернули . ",нет товара,0.9934502840042114
"качество самой ткани  хорошее, но уже после второй носки полез рукав и просто начал расходиться по шву , шов вообще никакой ,слабый, разлетелся разом, в самый неподходящий момент",текстиль,0.6791353225708008
"очень довольна заказом, даже не ожидала что она такая классная, мягенькая и приятная к телу. Доставка быстрая, меньше месяца. Спасибо продавцу.",нет товара,0.20156584680080414
"Товар не плохой, но много ниток торчит",текстиль,0.5439662337303162
"кофточка хорошая, но, к сожалению, рукав был порван. продавец аккуратно заштопал дырку, то шов все равно виден.",одежда,0.8423255085945129
"Продавец не отправил товар и дал чужой трек. Недели 2 кормил обещаниями, что отправит, пока не открыла спор. Деньги вернул сразу!!!!!",нет товара,0.9877170324325562
"бомбезная шапка,под спортивную одежду -класс,товар рекомендую,спасибо продавцу ✌и пришла за две недели,хотя я выбирала платную доставку,теперь закажу серую",одежда,0.8183516263961792
"С И Н Т Е Т И К  А!  с большой буквы. искриться,потрескивает, ни грамма ,ни ниточки натурального в этой вещи, носить не возможно.",нет товара,0.4275757968425751
Жестко маломерит,нет товара,0.645930826663971
"товар так и не пришел, по истечении 4 месяцев продавец не хотел возвращать деньги, пока не вмешался алиэкспресс",нет товара,0.9947946071624756
вообще огромное. учесть я заказала L пришло на 5 размеров больше. и материал просто ужасен,нет товара,0.3386823236942291
"Очень хорошее качество, жене оч понравился комплектик, на размер 44, заказывали S,можно было и XS",одежда,0.8783482909202576
"продавец что-то напутал с адресом.Половину пути трек отслеживания потом нет.очень долго отправлял.Вообщем заказывала на лето,но оно к сожалению прошло.....в целом цена-качество соответствует",нет товара,0.8306896686553955
"посылка, пришла,  отслеживалась,  но свитер короткий только на худощавых, да ещё там дырка на спине!!!!  ну и как такое носить?? петли не спущенные а разрезанно полотно!!!",текстиль,0.5571115612983704
"заказ не пришел, но продавец сразу вернул деньги. Спасибо!",нет товара,0.9890812039375305
"Товар не пришёл . Ждала ооооочень долго . Но в итоге попросила вернуть деньги . Вернули быстро, буквально на следующий день . ",нет товара,0.9876291155815125
"Шло долго, нитки торчат везде, хотели носить осенью а уже зима...Так что до весны, там и затестируем.",текстиль,0.7744061350822449
"вид футболки хороший, но при примерке отвалилась сразу 2 кнопки.  хотя размер подошел идеально.",одежда,0.9143932461738586
"Просвечивает сильно. По дороге потерялась на месяц, думала уже не придеь",нет товара,0.3384386897087097
"Рисунок неяркий, размер просто огромный. Одновременно у этого продавца заказала футболку того же размера - села хорошо.",одежда,0.7998692989349365
"Всем довольна, вот только с размером не угадала. Так ношу 40-42 размер и заказала s, а платье маломерит( впритык вверху-руки и грудная клетка, а внизу все отлично( 82-63-86)",одежда,0.9632230997085571
Заказывал размер М продавец тянул время с отправкой и наконец прислал размерXL да и ещё рукав рваный,нет товара,0.25047194957733154
"доставка больше месяца. Качество ужасное, лосины тонкие, просвечивают сильно! ",текстиль,0.8897243142127991
"Второй раз заказываю у этого продавца, первый раз все прошло замечательно, пришли быстро, хорошего качества.В этот раз не повезло, все в дырках, потертостях. Пришли быстро за 2 недели. Открыла спор вернули всю сумму.",нет товара,0.17514151334762573
"Прошито не аккуратно, на рукаве есть распущенные нитки.",текстиль,0.7444498538970947
"рост 172 нашу одежду 46-48 размера. Чулки подошли идеально. Мягкие,без запаха. Рекомендую.",обувь,0.5917207598686218
"ЭТО БЕЗОБРАЗИЕ,ПОССЫЛКА НЕ ПРИШЛА,ПРОДАВЕЦ НЕ ОТВЕЧАЕТ,ДЕНЬГИ НЕ ВОЗВРАЩАЮТ,1 ВАМ.",нет товара,0.9713905453681946
Спасибо за платье.Отличное. По размеру подошло.,одежда,0.970099151134491
Оказалась мала ,нет товара,0.3273662328720093
I really liked it!! Thank you so much!,нет товара,0.22783610224723816
"Блузка очень понравилась! Полностью соответствует фото. Брала на два размера больше. Немного свободная, но я так и хотела.",одежда,0.9645246267318726
размер очень маленький не соответствует описанию,нет товара,0.5182015299797058
"Заказали размер  М на 46, оказалось мало. У них М как как у нас XS (42). Куртка для детей, нет выточки под грудь.",товары для детей,0.7130855917930603
"На правой штанине дырка размером с пятирублевую монету, прям по средине , не по шву, бракованные штаны, очень расстроена ",обувь,0.5600906014442444
"пришло быстро недели за три. чуть чуть маловато но в целом по размеру, xl было бы лучше. свой 46-48. внутри небольшые дырки",нет товара,0.16972897946834564
"Все путем, мягкая, теплая. Рекомендую!",нет товара,0.18931549787521362
"Во первых платье прозрачное,во вторых швы  кривые, в третьих  нитки висят везде на платье.",одежда,0.7706491351127625
"товар не пришел, ждала около 100 дней. деньги вернули без проблем после открытия спора. 2 звезды за общительного продавца!",нет товара,0.9833900928497314
сшито неаккуратно..,текстиль,0.5939029455184937
"Пришло быстро,но мне не понравилось качество,соединено непонятными нитками другого цвета,их видно.Еще намного короче чем на картинке,это тоже минус",нет товара,0.2181486040353775
"Доставка была курьером,что меня удивило,после его звонка установили время доставки.Когда я примерила пижаму,поняла,что отсутствует деталь кружева,что меня очень расстроило.",одежда,0.7315306663513184
Рубашка хорошая ! Спасибо продавцу !,одежда,0.6604161858558655
Заказ не получила и деньги не вернули!!,нет товара,0.9909059405326843
"Футболка понравилась.Но я заказывала оранжевую,а прислали желтую...Что меня не совсем устраивает!!!Продавцу надо быть более внимательным при отправке заказов...Доставка две недели.",одежда,0.914100170135498
"Доставка в СПб примерно за месяц. Свитер идеально подошел по размеру. На рост 172 - хорошо в рукавах и по длине. Цвет красивый, нежный. Приятные на ощупь. Спасибо!",одежда,0.8025844097137451
Всё супер я очень довольна.,нет товара,0.15705327689647675
"Очень понравилась, качество лучше чем на фото! L на об 98 очень свободно, маечка тоже, не критично, но М тоже подошло бы)",одежда,0.6388915777206421
"Очень расстроена продавец дал неправильные рекомендации по размерам. 
На ОГ 108 берите XXXL.",нет товара,0.25050297379493713
"странно сшита.написано капюшон— его там и в помине нет,просто трубой",нет товара,0.7529655694961548
"Футболочка отличная!На нашивке были маленькие ниточки,но в целом кач-во хорошое ",одежда,0.6276863217353821
Пошив изделия на троечку. Носила в мастерскую поправлять.. Открыла спор.. немного денег вернули...И просвечивает конечно. Но я брала под пиджак...,одежда,0.5782876014709473
"Товар так и не получила, продавец вернул деньги",нет товара,0.9948568940162659
"лосинки хорошие, внутри утеплены, тянутся хорошо, мягкие, удобные, на 68-98 и рост 172 брала ххл, сели отлично, но чуть коротковаты, доставка быстрая.",нет товара,0.43134257197380066
"Качество не очень. Кофта растянута, плечи не на месте. Ткань плохая и крупность вязки не видно, сама ткань очень тонкая. ",одежда,0.5085971355438232
"и ткань и цвет, не соответствуют, на картинке темно коричневый, по факту рыжий практически, ткань не плотная((((",текстиль,0.8684266805648804
Супер)Очень приятное качество,нет товара,0.2100488245487213
очень тонкое платье. пошито как мешок и молния вшита очень некорректно с дырой. прикольный только цвет.,одежда,0.6497478485107422
размер не соответствует описанию,нет товара,0.5417611002922058
"Платье неплохое,по размеру. Но на белой части пятна,которые ни чем не удалить.",одежда,0.8094626665115356
"цвет, размер, качество оправдали ожидания...подкачала длина, к сожалению. При росте 165 см позволяю себе одеть кофту только с юбкой с завышенной талией. Коротковата...",одежда,0.9294669032096863
"Заказала 30.07 получила 09.08. Качество хорошее, размер подошёл, доставка быстрая, запаха нет",нет товара,0.2339845895767212
"Посылка отслеживалась,пришла где то за 2 недели в Москву.Качество хорошее очень.Рекомендую!",нет товара,0.18534165620803833
"Была по размеру, после деликатной стирки, сселась.  Качество среднее, вообще в ней тепло.  Мне модель пошива не понравилась.",текстиль,0.7252897620201111
"ткань очень тонкая, просвечивает. 
размер взяла М на 93-73-93 оказался сильно мал.",текстиль,0.931343138217926
"За такую цену может и ничего, но качество изделия довольно среднее: ниточки торчат, зацепки. Доработать, погладить и норм",нет товара,0.8520274758338928
Спасибо.,нет товара,0.3911089301109314
"товар не понравился пришел с браком на плече, с пятнами, с запахом. блузка не белая",одежда,0.73971027135849
"шел очень долго
на вид неплохой",нет товара,0.2684982419013977
"Рубашка супер,качество отличное! Продавец очень хороший быстро отправил заказ !На мои параметры ОГ 95,ОТ 84,ОБ 100 размер XL подошёл очень очень хорошо.Спасибо Вам большое.",одежда,0.7445272207260132
"Очень очень сильно электризуется , прилипает к телу . ",электроника,0.8148927092552185
Все соответствует описанию и фото.,нет товара,0.14707385003566742
"Хорошая рубашка из плотного хлопка. Все понравилось. Быстрая доставка, трек отслеживался",одежда,0.523972749710083
"До СПб дошел заказ за три недели.Очень порадовало,что курьер принес на дом.Сам свитшот/толстовка очень классный.Мех приятный,немного лезет,стирку выдержал.Избелие выглядит дорого.Буду носить с удовольствием!",одежда,0.5468405485153198
"Самый худший мой заказ на Али,  размер S на русский 42 мал везде, в талии велико. Качество плохое, не тянет даже свою стоимость. Доставка очень долгая, 40 дней.",нет товара,0.2515934705734253
"Всё очень здорово! Лёгкая, воздушная, тонкая и плотная ткань высокого качества немного просвечивается даже через подъюбник. Заказала 16.06. Привезли 30.06. Выбирала размер S. Рост 165, вес 52 кг. Закажу ещё. Спасибо.",текстиль,0.8342430591583252
18 дней до Екатеринбурга.  заказала s на 44. подошло. резинка держит.  очень тонкая ткань. подсвечивает. только для домашней носки подойдут. наклейки уже отваливаются. качеством не довольна.,текстиль,0.5191850662231445
"УЖАСНЫЙ ПРОДАВЕЦ, КОФТА НЕ ПРИШЛА ТРЕК НЕ ОТСЛЕЖИВАЕТСЯ",нет товара,0.5258442759513855
расцветка не та что я заказывала.,нет товара,0.3620069921016693
"Пришла совсем другая куртка, другая модель, цвет. Открыла спор вернули половину денег. Куртку придётся продать. Сильно велика и модель просто ужас. Не рекомендую. Продавец тянул время и морочил мозги. Я думаю пытался обмануть.",одежда,0.9610553979873657
"на мой рост 173 немножко коротковаты, но!!! их бархатистость меня очень порадовала. Класс!!! очень хорошо тянуться.",текстиль,0.6591917276382446
К материалу куртки прилипает мелкий мусор. От меха ждала большего. Пришла облезлая шкура шакала.,одежда,0.5633524060249329
"Платье по качеству не плохое, при росте 162 разрез почти на попе, длина до колен не доходит, цвет не соответствует картинке, пришёл светлее, не красивый цвет",одежда,0.8440424203872681
"куртка фуфло, только на помойку, открыла спор, деньги не вернули",одежда,0.6323644518852234
"Хорошая
, все понравилось, но заказывала дочери, ей  оказалась большой в плечах. Зато подошла мне) Со Сдеком была проблема, никак не могли доставить, неделю ждала и &в итоге  забрала сама.",товары для детей,0.9538512229919434
Пришёл не тот цвет что на картинке.,нет товара,0.6156517863273621
"Топ короткий,ткань полностью просвечивает,ожидала что ткань будет немного другая. ",одежда,0.6254376173019409
Горловина растянутая и сильно топорщится. Рукава широкие. Короче пошив не очень и это мягко сказано. Чистая синтетика самая дешёвая. Мне не нравится.,текстиль,0.9547452330589294
не по размеру,нет товара,0.49670666456222534
"ТОВАР НЕ ПОЛУЧИЛА , ПРОДОВЕЦ НЕ ХОЧЕТ ОБЩАТЬСЯ , ДЕНЕГ СВОИХ НЕ МОГУ ВЕРНУТЬ . У ЭТОГО ПРОДОВЦА НЕ ЗАКАЗЫВАЙТЕ  НЕ ТОВАРА НЕ ДЕНЕГ .",нет товара,0.9956824779510498
"описание точное. Качеством довольна: кофточка приятна телу, мягкая, на мой 44 размер села просто замечательно. Время доставки - почти месяц.",одежда,0.9140608906745911
"ничего не пришло,  совсем забыла о данном заказе.Вышлите или верните деньги",нет товара,0.9928640127182007
Отличные штанишки. Только доставка долгая.,обувь,0.586423933506012
Товар пришёл менее чем за месяц. На мой 44 заказала L пришла необъятных размеров  ,нет товара,0.37819164991378784
"товар не пришел деньги не вернули , продавец обманывает ни первый раз уже, ничего не заказывайте, это обман у этого продавца",нет товара,0.994522213935852
размер несоответствующий,нет товара,0.3137216567993164
"жилетка пришла короткая и широкая, бесформенная, совсем не как на фото",одежда,0.7000315189361572
https://m.itao.com/detail/show.htm?postId=3000006674831467&lang=ru написала подробный отзыв об этом свитере!) много фото ,одежда,0.9066517353057861
"До Москвы 2,5 недели. Далеко не толстовка, материал не много просвечивается. Но качеством осталась довольна. В принципе по размеру. Рекомендую",нет товара,0.4068639576435089
заказ так и не пришёл,нет товара,0.979479968547821
очень мал. 4xl на 46-48 размер,товары для детей,0.8220623135566711
"Не точное описание,пришла толстовка, подобие пальто",одежда,0.7035262584686279
"цвет темнее чем на картинке,а так свитер хороший тёплый",одежда,0.6038421988487244
Платье не пришло. Спор  открыть не могу. Заказ якобы завершен. Что делать в этом случае?,нет товара,0.6187331080436707
"Всё подошло)) На параметры: 83/60/89 (рост 156 см.) брала XS. Коротенькое, легкое и приятное к телу платье)) Спасибо))) ",одежда,0.9653984904289246
"4 месяца прошло так и не получила кофту,причём уже второй раз такое,первый раз заказала Ее же и не пришла,история повторилась снова,доставка просто никакая",одежда,0.7718780040740967
ПОСЫЛКА ПРИШЛА БЫСТРО. КОФТА XL ПОДХОДИТ НАС 44 РОС. РАЗМЕР. ЕСТЬ СИЛЬНЫЙ ЗАПАХ.ЗА БЫСТРОТУ СПАСИБО.,одежда,0.921131432056427
"В целом качество костюма устроило.Сняла звезду,за то,что прислали не тот цвет,который заказывала.",одежда,0.7424493432044983
"Заказала 14 мая. 10 августа открыла спор, так как товар не был отправлен из за проблем с доставкой. Попросила вернуть деньги. Жду. ",нет товара,0.9832173585891724
"так себе,отлепляется спокойно на 1 день носки",обувь,0.5461141467094421
"Товар не соответствует. Нет меха на воротнике,нет карманов клапонов.  В нескольных местах грязные,ржавые пятна. шнурок черного цвета без пряжечков. Нитки торчат по всей курти так как плохо простроченны.",нет товара,0.8128169178962708
Большая ,нет товара,0.3989958167076111
"Здравствуйте,Продавцы на Алиэкспресс обманывают покупателей.Берут деньги ,товар не приходит,И деньги никто не собирается возвращать.Хочу предупредить,чтобы не делали здесь свои заказы!!!!Мне не возвращают  мои деньги!!!!!!!",нет товара,0.9869094491004944
плохое качество,нет товара,0.2884754240512848
я не получил товар,нет товара,0.9916680455207825
"куртка понравилась, по размеру подошла 93-75-110. цвет как на картинке, можно сказать - персиковый. Спасибо продавцу",одежда,0.894009530544281
"Заказывала мама. Товаром очень довольна, все хорошо прошито, плотные, сейчас одевать самое то. Продавцу спасибо большое рекомендуем. До Домодедово дошло за 2 недели. XL подошёл на 48-50",одежда,0.5339637994766235
"все было хорошо,но там было целых 2 дырки,!
ужас какой то!",нет товара,0.46910008788108826
